NULL	teamvista	2	0.32135
fleshtrombone	teamvista	1	0.0
HeroOfCanton	toodles	2	0.4054
stupidskeleton	Crossposted	1	0.0
Aris	codywohlers	1	0.0772
HeroOfCanton	Citrogenen	2	0.38585
SilverTabby	Insertnamehere	1	-0.0258
pogla	Factoverfallacy	1	-0.7003
teamvista	Aris	6	0.480933333333
NULL	Stardust	1	0.0
JohnyFakeName	HeroOfCanton	1	0.0
slalaurette	HeroOfCanton	1	0.0
lucitribal	Engelsmar	1	0.6322
VeryYes	captainfez	1	0.4039
DeusExMachina	lucitribal	1	-0.1911
insomnia	Meowsticgoesnya	1	-0.264
DarkKirby14	LiberalGuy	1	-0.0516
M2	Aris	3	0.9305
HeroOfCanton	captainfez	1	0.0
gabriel_swee_7	KevinUxbridge	1	0.1513
jackripper	captainfez	1	0.7003
Pockkit	toodles	1	0.8084
lucitribal	Kupa	1	0.0772
Pockkit	Cedara	1	0.0
EmberBreeze	xgreenknight	1	0.8047
FairEnough	eric1_z	1	0.5927
VeryYes	Cedara	1	-0.0516
jackripper	teamvista	4	0.3205
troctzul	Insertnamehere	2	0.0719
Newguyondeck	Crossposted	1	0.3382
iZombie	HeroOfCanton	1	0.0
bementar	Aris	5	0.24856
Hobbes	toodles	1	0.0
kickback	HeroOfCanton	1	0.0772
Citrogenen	DeusExMachina	1	-0.6679
Sweatervest	gabriel_swee_7	1	0.6595
lawduck	StrivewireChris	1	0.4404
lucitribal	EmberBreeze	2	-0.20095
jackripper	toodles	3	0.856633333333
FairEnough	JamesBond	1	0.2755
FairEnough	Stardust	2	0.29295
OlPossum	Fantonald	1	0.25
VeryYes	Aris	10	0.44728
chosler88	Chaos_Theory	1	-0.2263
Dino	HeroOfCanton	2	0.0
Sat	Aris	1	0.6997
FormerComrade	Aris	2	0.2377
Ludiko	jackripper	6	0.05105
DarkKirby14	Fantonald	3	-0.440166666667
Asimov	LiberalGuy	3	-0.190266666667
Bil1ion	Dino	1	0.0
Musekyto	Fantonald	16	0.05114375
Pink	LiberalGuy	1	0.5068
Risenanti	HeroOfCanton	1	0.0
lucitribal	Cedara	1	0.3612
Empoopled	Stardust	1	0.2411
Derpetologist	Empoopled	1	0.0644
love	Sightseer	1	-0.7783
EmberBreeze	jackripper	1	0.9503
Empoopled	DeusExMachina	1	0.8782
Fantonald	lucitribal	7	0.109971428571
LiberalGuy	Insertnamehere	2	0.0
archit13	simkel	1	0.1901
Fantonald	antipop	1	0.0
bementar	Fantonald	1	-0.7998
lexjay	lucitribal	2	0.23835
TheNuclearNewt	Insertnamehere	1	0.8583
DarthEzio	teamvista	1	0.5255
EmberBreeze	EmberBreeze	2	0.2997
Meowsticgoesnya	Ludiko	1	0.0
jansegers	Aris	2	-0.0129
teamvista	Cedara	1	0.5859
LiberalGuy	EmberBreeze	1	-0.4019
Stardust	Insertnamehere	3	0.0754333333333
Fantonald	Elathen	1	0.4939
DeusExMachina	toodles	1	0.3612
