bianca-sanchez-44164769	U	Aries
jamie-hoffman	U	Leo
mark-burnett	Straight	Cancer
ibolya-olah	Lesbian	Aquarius
leo-cardenas	U	Sagittarius
chiara-moreira	U	U
mitchell-price	U	Taurus
jerry-gil	U	Libra
logan-williams	U	U
monika-radulovic	U	Virgo
darya-astafeva	Straight	Leo
bill-malinchak	U	Aries
maureen-swanson	Straight	Scorpio
roscoe-karns	Straight	Virgo
mateus-solano	Straight	Pisces
dzejla-glavovic	Straight	U
maria-bartiromo	Straight	Virgo
sami-uusitalo	U	Leo
antonia-kallimoukou	U	Gemini
yelena-velikanova	U	Libra
phil-loadholt	U	Aquarius
rhymefest	U	Cancer
tyler-black	Straight	Gemini
tommy-cummings	Straight	Virgo
irem-sak	U	Aquarius
brad-hand	U	Pisces
benny-benassi	U	Cancer
david-lambert	Straight	Sagittarius
jonathan-albaladejo	U	Scorpio
tyler-hilton	Straight	Scorpio
dionte-christmas	U	Virgo
steve-lukather	Straight	Libra
kira-clavell	U	U
santigold	Straight	Libra
rosanna-walls	U	Scorpio
arbaaz-khan	Straight	Leo
amii-grove	Straight	Virgo
nina-wayne	Straight	Virgo
norman-bird	U	Scorpio
aniko-molnar	Straight	Virgo
dhani-jones	U	Pisces
gui-paganini	Straight	U
jake-short	U	Gemini
gloria-menezes	U	Libra
bill-clinton	Straight	Leo
top-25-canadian-girls	U	U
donte-whitner	U	Leo
barron-twins	U	U
paolo-seganti	U	Taurus
jasna-odorcic	Straight	Cancer
desi-arnaz-jr	Straight	Capricorn
sementa-rajhard	Straight	U
jamelia	Straight	Capricorn
lauren-lee-smith	DISPUTED	Gemini
leonard-l-thomas	U	Virgo
charity-hodges	U	Taurus
bruce-irvin	U	Scorpio
slim-dusty	U	Gemini
vladimir-talashko	U	Pisces
erika-costell	U	Scorpio
aimee-mann	Straight	Virgo
maj-axelsson	Straight	U
marianna-goulandris	Straight	U
william-markus	U	Capricorn
taime-downe	Straight	Libra
azra-akin	Straight	Sagittarius
khloe-terae	Straight	Taurus
bo-scaife	U	Capricorn
drea-michelle	U	U
pamela-casselberry	Straight	Virgo
simon-lewis	U	U
dolores-heredia	Straight	Libra
danny-wood	Straight	Taurus
tyronne-drakeford	U	Gemini
kersey-mayfield	Straight	U
jonathan-spencer	Straight	U
roy-campanella	Straight	Scorpio
e-g-marshall	Straight	Gemini
bruno-o-ya	U	Aquarius
paula-morais	Straight	Sagittarius
andy-groom	U	Virgo
brittney-marie-cole	Straight	U
celeste-cid	Straight	Capricorn
katharine-towne	Straight	Cancer
rufina-nifontova	Straight	Virgo
alan-horn-3219576	U	U
tanya-mityushina	Straight	Aquarius
ross-noble	Straight	Gemini
jason-hatcher	U	Cancer
pulkit-samrat	Straight	Capricorn
juan-martinez	Straight	U
lize-feryn	U	Pisces
berta-collado	U	Cancer
pascal-legitimus	U	Pisces
kristina-wayborn	Straight	Libra
tim-salmon	U	Virgo
kiko-mizuhara	Straight	Libra
kirk-mccaskill	U	Aries
bernie-mac	Straight	Libra
dana-stubblefield	U	Scorpio
sonya-fitzpatrick	Straight	U
mike-trout	Straight	Leo
ragnhild-jevne	Straight	Virgo
lilli-palmer	DISPUTED	Gemini
esteban-german	U	Aquarius
terence-stamp	Straight	Cancer
greg-blue	U	Pisces
percy-faith	Straight	Aries
lena-stolze	U	Leo
robine-van-der-meer	Straight	Sagittarius
maria-luiza-castelli	Straight	Libra
larry-gelman	Straight	Scorpio
felix-heredia	U	Gemini
birce-akalay	Straight	Gemini
dustin-diamond	Straight	Capricorn
jeremy-davies	Straight	Libra
kyle-vanden-bosch	U	Scorpio
brent-brede	U	Virgo
leila-abashidze	U	Leo
tom-tykwer	Straight	Gemini
john-battles	U	Leo
ray-abruzzo	Straight	Leo
william-hopper	Straight	Aquarius
dominique-barber	U	Leo
ximena-duque	Straight	Aquarius
tyrone-culver	U	Cancer
giulia-bevilacqua	U	Taurus
jadakiss	U	Gemini
josh-bidwell	U	Pisces
bruce-rondon	Straight	Sagittarius
jose-lind	U	Taurus
norris-hopper	U	Aries
ahman-green	Straight	Aquarius
peter-maloney	U	Sagittarius
chloe-barthelemy	Straight	Scorpio
ernie-coombs	U	Sagittarius
lena-kansbod	U	U
sophia-cannon	Straight	U
peggy-moffitt	Straight	Taurus
marie-matiko	U	Virgo
jordana-beatty	Straight	Aquarius
joe-e-ross	Straight	Pisces
marco-pigossi	DISPUTED	Aquarius
ismael-la-rosa	U	Pisces
rachel-maddow	Lesbian	Aries
marta-ondrackova	U	Aquarius
steven-gerrard	Straight	Gemini
sergei-gerasimov	U	Taurus
jacqueline-oloniceva	U	Libra
ashley-benson	Straight	Sagittarius
despoina-vandi	Straight	Cancer
robert-goff	U	Libra
warren-beatty	Straight	Aries
georgina-rosso	Straight	Pisces
erica-cerra	Straight	Scorpio
apollonia-van-ravenstein	U	Leo
vladimir-selivanov	U	U
amy-beth-hayes	U	Libra
james-lafferty	Straight	Leo
don-muhlbach	U	Leo
theresa-amayo	Straight	Cancer
sarodj-bertin	Straight	Aries
roxy-louw	Straight	Gemini
mateen-cleaves	U	Virgo
fulin-singirik	Straight	Capricorn
seasick-steve	U	U
juliette-greco	Straight	Aquarius
catherine-moylan	Straight	Cancer
stephanie-anne-mills	U	Pisces
sean-collier	Straight	U
amanda-laine	Straight	Aquarius
janine-lindemulder	Bisexual	Scorpio
claudio-aliotti	U	Leo
jordan-ozuna	Straight	Pisces
gene-clines	U	Libra
sergi-lopez	U	Capricorn
esmailin-caridad	U	Scorpio
carlos-beltran	Straight	Taurus
yara-shahidi	Straight	Aquarius
peter-tosh	Straight	Libra
maryam-d-abo	Straight	Capricorn
sean-paul	Straight	Capricorn
bebel-gilberto	U	Taurus
seth-godin	U	Cancer
nathan-eovaldi	U	Aquarius
melissa-castagnoli	Straight	U
jimmy-jean-louis	Straight	Leo
warren-moon	U	Scorpio
kenny-g	U	Gemini
monica-vitti	Straight	Scorpio
elisavet-spanou	Straight	U
adelina-ismajli	Straight	Sagittarius
hatem-trabelsi	U	Aquarius
patricia-owens	Straight	Capricorn
andre-matos	U	Virgo
valeri-nichushkin	Straight	Pisces
empress-michiko	U	Libra
mary-wickes	Lesbian	Gemini
curtis-thigpen	U	Aries
candy-finnigan	U	Taurus
molly-jackson	Straight	Scorpio
will-ohman	U	Leo
jason-varitek	Straight	Aries
chelsea-smith	U	Taurus
stephanie-stumph	Bisexual	Cancer
phyllis-haver	Straight	Capricorn
jennifer-jason-leigh	Straight	Aquarius
ben-reed	U	Taurus
winifred-westover	Straight	Scorpio
boobie-clark	U	Scorpio
kelle-marie	Bisexual	Libra
karen-black	Straight	Cancer
lynthy-nguyen	U	U
randy-cross	U	Taurus
john-michael-liles	Straight	Sagittarius
richard-schaal	Straight	Taurus
jake-wood	Straight	Cancer
helene-rask	U	Scorpio
chris-kelly	U	U
bobby-cannavale	Straight	Taurus
wilt-chamberlain	Straight	Leo
sam-clancy	U	Gemini
alicja-sedzinska	U	Scorpio
jared-spurgeon	U	Sagittarius
sara-evans	Straight	Aquarius
kamaliya	Straight	Taurus
franco-masini	Straight	U
janine-vila	U	U
hildur-maria-leifsdottir	U	Libra
claudia-ramirez	Straight	Leo
jordan-clark	U	Capricorn
frank-dicopoulos	Straight	Capricorn
nadezhda-ruchka	U	Aries
ericka-velez	Straight	Aries
jacquetta-wheeler	U	Libra
sami-yli-sirnio	U	Aries
rolf-harris	Straight	Aries
patricia-neal	Straight	Capricorn
david-henrie	Straight	Cancer
maya-henry	U	Pisces
tom-chaplin	U	Pisces
rafael-novoa	Straight	Scorpio
melody-kandil	Straight	Libra
missi-pyle	Straight	Scorpio
mgm-musicals	U	U
bob-goen	Straight	Sagittarius
jade-goody	Straight	Gemini
bobby-rydell	U	Taurus
michael-mcglone	Straight	Leo
ace-young	Straight	Scorpio
carol-costello	Straight	Libra
gabriela-arciero	Straight	Leo
jordan-poyer	U	Taurus
bill-mckinney	U	Virgo
siddharth-malhotra	U	U
nergal	Straight	Gemini
rebecca-crews	Straight	Aries
jamaal-tinsley	U	Pisces
jay-graham	U	Cancer
juliet-huddy	Straight	Libra
claudia-dell	Straight	Capricorn
estefani-espin	U	Cancer
seon-a-kim	Straight	Libra
ronald-d-moore	U	Cancer
jamie-boyd	U	U
itziar-miranda	U	U
fred-ebb	Gay	Aries
kate-o-mara	U	Leo
matty-alou	U	Capricorn
gary-stills	U	Cancer
ellen-kessler	Straight	Leo
eleni-randou	Straight	Scorpio
darrian-dallas	U	U
mitzi-kapture	U	Taurus
austin-basis	U	Virgo
jonathan-lipnicki	Straight	Libra
john-otto	U	Aries
jon-pertwee	Straight	Cancer
sharae-spears	U	Taurus
fabio-bartelt	Straight	Aquarius
tiffany-bolling	Straight	Aquarius
mishal-raheja	Straight	Leo
tim-brooke-taylor	U	Cancer
kenna-james-46073409	Bisexual	Virgo
svetlana-lazareva	Straight	Virgo
robin-buss	U	Taurus
elisavet-dovliatidou	U	U
jackie-loughery	Straight	Aries
eriberto-leao	Straight	Gemini
tugce-kazaz	Straight	Virgo
lenn-sakata	U	Gemini
marika-kilius	U	Aries
baron-batch	U	Sagittarius
sofia-ribeiro	Straight	Libra
jimmy-sexton	U	Sagittarius
dylan-efron	Straight	Aquarius
james-rado	Bisexual	Aquarius
lyudmilla-vlasova	U	U
jean-phillipe-darche	U	Pisces
bridget-regan	Straight	Aquarius
ibrahim-kutluay	U	Sagittarius
danielle-james	U	Capricorn
maja-bajamic	Straight	U
karen-santorum	U	U
claire-windsor	Straight	Aries
dorothy-mcgowan	U	U
jamari-lattimore	U	Libra
ed-flanders	U	Capricorn
larry-kennan	U	Gemini
chris-matthews	Straight	Sagittarius
michael-rennie	Straight	Virgo
cherie-blair	Straight	Virgo
lee-armstrong	U	Capricorn
wentworth-miller	Gay	Gemini
mary-hart	Straight	Scorpio
cathy-moriarty	Straight	Sagittarius
louise-allbritton	Straight	Cancer
yves-montand	Straight	Libra
ryne-robinson	U	Scorpio
eve-adams	U	U
juliana-goes	Straight	Cancer
tereza-brabcova	U	U
tasha-scott	U	U
susana-ramos	U	U
gabrielle-union	Straight	Scorpio
barbara-harris	Straight	Leo
jerry-narron	U	Capricorn
mariam-hernandez	U	Taurus
paulina-stanek	U	U
stacy-keach	Straight	Gemini
betty-okino	Straight	Gemini
mitch-frerotte	U	Aries
zarine-khan	Straight	Taurus
ariana-kukors	U	Gemini
miriam-hernandez	U	Taurus
jordan-pruitt	Straight	Taurus
sudeep-sahir	U	Sagittarius
tommy-steele	Straight	Sagittarius
alex-best	Straight	Aquarius
george-wrighster	U	Aries
sebastian-cabot	U	Cancer
sofie-nielander	Straight	Taurus
ray-easterling	U	Virgo
me-shell-ndegeocello	U	Virgo
sarah-manninen	Straight	Scorpio
shawn-lauvao	U	Scorpio
eddie-ifft	U	Capricorn
james-achor	Straight	U
john-michael-herndon	U	U
laura-carmichael	Straight	Cancer
jerry-hardin	Straight	Scorpio
alex-van-pelt	U	Taurus
cecil-espy	U	Capricorn
celine-brink	U	U
brenton-bersin	U	Taurus
judie-aronson	U	Gemini
nelson-mandela	Straight	Cancer
mark-addy	Straight	Capricorn
adam-neal-smith	U	U
zayn-malik	Straight	Capricorn
reese-mccall	U	Gemini
mike-meade	U	Aquarius
kiely-williams	Straight	Cancer
joseph-cotten	Straight	Taurus
margita-stefanovi	U	Aries
angela-watson	Straight	Scorpio
helena-carter	Straight	Leo
jana-ina	Straight	Sagittarius
ricardo-villalobos	U	U
allan-dykstra	U	Taurus
kareen-taylor	Straight	Aries
michele-bachmann	Straight	Aries
urvashi-rautela-born-1994	U	Pisces
geraldine-bazan	Straight	Aquarius
ahna-o-reilly	Straight	Virgo
raven-lexy	U	U
damon-gough	U	Libra
mike-dirnt	Straight	Taurus
leah-cairns	Straight	Gemini
shemp-howard	Straight	Pisces
gilda-gray	Straight	Scorpio
shawn-springs	Straight	Pisces
jef-holm	Straight	Leo
clancy-brown	Straight	Capricorn
pascale-arbillot	U	Aries
algenis-perez-soto	U	U
patsy-ramsey	Straight	Capricorn
ines-estevez	Straight	Scorpio
madison-pard	U	U
brian-geraghty	Straight	Taurus
jed-ortmeyer	Straight	Virgo
tucker-ashford	U	Sagittarius
otis-armstrong	U	Scorpio
courtland-mead	U	Aries
clarence-weatherspoon	U	Virgo
phil-mcgraw	Straight	Virgo
c-c-catch	Straight	Leo
travis-schuldt	Straight	Virgo
alicia-leigh-willis	Straight	Pisces
atila-huseyin	U	U
viviane-ventura	U	Sagittarius
speedy-duncan	U	Leo
tracy-moore	Straight	Capricorn
deborah-valdez-hung	Straight	U
airi-nakajima	U	U
martin-ferrero	Straight	Libra
robert-kazinsky	Straight	Scorpio
keith-lockhart	U	Scorpio
joyce-mathews	Straight	Sagittarius
nikki-storm	U	Cancer
john-boyega	U	Pisces
kristen-kukta	Straight	Capricorn
liza-tarbuck	U	Scorpio
evangelina-anderson	U	Cancer
laura-spoya	Straight	Leo
paulina-trotz	U	U
doug-widell	U	Virgo
rick-volk	U	Pisces
roald-dahl	Straight	Virgo
jim-brower	U	Capricorn
robert-jaworski-jr	U	Libra
hetty-baynes	Straight	Leo
june-haver	Straight	Gemini
john-driscoll	Straight	Cancer
ron-burgundy	U	U
erin-karpluk	Straight	Libra
yuliya-aleksandrova	Straight	Aries
matt-cassel	Straight	Taurus
petula-clark	Straight	Scorpio
glen-kozlowski	U	Capricorn
marlon-moore	U	Virgo
tanner-scheppers	U	Capricorn
billy-warlock	Straight	Aries
collin-sutton	U	U
frano-zivkovic	Straight	U
jordan-norwood	U	Libra
chris-quinten	Straight	Cancer
pete-travis	U	U
christie-hemme	Straight	Scorpio
brodie-holland	Straight	Capricorn
brayan-villarreal	U	Taurus
garrett-stephenson	U	Capricorn
al-derogatis	U	Pisces
tara-moss	Straight	Libra
les-richter	U	Scorpio
sabrina-sabrok	Bisexual	Pisces
tyler-bozak	U	Pisces
hale-irwin	U	Gemini
sharon-stone	Bisexual	Pisces
zlata-ognevich	U	Capricorn
lesley-b	U	U
percy-kilbride	U	Cancer
karina-lombard	DISPUTED	Aquarius
miss-piggy	Straight	Libra
kevin-mench	U	Capricorn
ted-nugent	U	Sagittarius
david-vitter	Straight	Taurus
gary-condit	Straight	Taurus
candace-glendenning	Straight	Leo
reggie-camp	U	Pisces
rusty-jackson	U	Scorpio
fretzie-bercede-5943456	U	U
kyunna-ignatova	U	Libra
teresa-macedo	U	Pisces
deborah-watling	Straight	Capricorn
ester-dean	Straight	Aries
valentina-titova	Straight	Aquarius
bob-waters	U	Cancer
matt-farnsworth	U	Leo
mya-jane	U	U
mo-nique	Straight	Sagittarius
ben-piazza	Gay	Leo
austin-thornton	U	Gemini
parminder-nagra	Straight	Libra
arian-foster	Straight	Virgo
bucky-jacobsen	U	Virgo
kip-pardue	Straight	Virgo
mark-valinsky	Straight	Gemini
pauline-garon	Straight	Virgo
chelsea-french	U	Aries
sara-tommasi	Straight	Gemini
dathan-kuppin	Straight	Cancer
nate-colbert	U	Aries
maida-andrenacci	Straight	U
todd-hollandsworth	U	Aries
luz-garcia-born-1979	U	Aries
jamie-lee-redmon	U	Taurus
jeanne-cagney	Straight	Aries
marin-hinkle	Straight	Aries
dick-smothers	U	Scorpio
gerardo-ortiz	U	U
valentina-kutsenko	U	Libra
eugene-porky-lee	U	Scorpio
gomer-hodge	U	Aries
james-park	U	U
edmund-lowe	Bisexual	Pisces
susana-gimenez	Straight	Aquarius
damione-lewis	Straight	Pisces
christian-keyes	Straight	Leo
ed-roland	Straight	Leo
bruna-lombardi	Straight	Virgo
vanessa-hudgens	Straight	Sagittarius
max-greenfield	U	Virgo
mai-asada	U	Cancer
aaron-swartz	U	Scorpio
raviv-ullman	Straight	Aquarius
krystelle-lacroix	U	U
vin-baker	U	Sagittarius
deborah-cox	Straight	Cancer
t-r-threston	Straight	Scorpio
masuimi-max	U	Pisces
trevor-ariza	U	Cancer
jeron-johnson	U	Gemini
claudine-palmer	Straight	U
kevin-weekes	Straight	Aries
marc-anthony	Straight	Virgo
daniela-razzeto	U	U
lily-james	Straight	Aries
logan-paulsen	Straight	Pisces
john-roseboro	U	Taurus
steve-daron	U	U
mark-kotsay	Straight	Sagittarius
yuliya-mayarchuk	Bisexual	Aries
ozcan-deniz	Straight	Taurus
lorraine-kelly	Straight	Scorpio
tadanobu-asano	Straight	Sagittarius
taz-anderson	U	Scorpio
jon-condo	U	Virgo
rennie-stennett	U	Aries
paola-albarran	Straight	U
lance-briggs	U	Scorpio
carter-jenkins	Straight	Virgo
kendrick-lamar	Straight	Gemini
svetlana-svetikova	U	Sagittarius
dennis-kinney	U	Pisces
wang-bit-na	Straight	Aries
mario-elie	Straight	Sagittarius
karina-zhyronkina	U	U
nicola-posener	U	Libra
kygo	Straight	Virgo
prince-george-of-cambridge	Straight	Cancer
kathleen-clifford	Straight	Aquarius
glenn-quinn	Straight	Gemini
busty-annette	U	U
gary-thurman	U	Scorpio
jusuf-nurkic	U	Leo
jennifer-becks	Straight	U
suha-chloe-hemmat	U	U
roman-mitichyan	U	Virgo
gyselle-soares	Straight	Scorpio
trey-burke	U	Scorpio
jermaine-jacox	U	U
carmen-ejogo	Straight	Libra
sheila-hafsadi	Straight	Libra
john-bolton-227473	U	U
tehmeena-afzal	Straight	Aries
rodger-berman	Straight	U
sean-payton	U	Capricorn
elisa-yao	Straight	U
francesco-cura	Straight	Pisces
james-brady	Straight	Virgo
anita-kupsch	U	Taurus
james-hazeldine	U	Aries
mona-zaki	Straight	Scorpio
erin-fleming	Straight	Leo
dave-grohl	Straight	Capricorn
michelle-thomas	Straight	Virgo
roger-whittaker	U	Aries
jorge-guinle	Straight	Aquarius
marilyn-van-derbur	U	Gemini
adisleydi-alonso-rodriguez	Straight	U
joshua-david-evans	Straight	Aries
chuck-zito	Straight	Aries
zuhre-gokda	U	U
gianne-albertoni	Straight	Cancer
pepa	Straight	Scorpio
dick-cavett	Straight	Scorpio
moira-orfei	U	Sagittarius
kim-director	U	Scorpio
robert-carlyle	Straight	Aries
astro	Straight	Virgo
lawrence-welk	Straight	Pisces
jesus-luz	Straight	Capricorn
eve-meyer	Straight	Sagittarius
kirsten-storms	Straight	Aries
bert-mccracken	Straight	Pisces
jennifer-pena	Straight	Virgo
sammy-knight	U	Virgo
amanda-pilke	U	Taurus
kelly-mantle	U	Cancer
roc-royal	Straight	Cancer
joan-o-brien	Straight	Aquarius
jamie-gunns	Straight	Sagittarius
grover-norquist-activist	Straight	Libra
lorenzo-martone	Gay	Gemini
yara-lasanta	U	Aries
robert-erdmann	U	U
gabriela-guncikova	U	Cancer
tim-laudner	U	Gemini
josh-collmenter	U	Aquarius
renate-ewert	U	Scorpio
andrea-ownbey	Bisexual	Pisces
johnny-gill	Straight	Gemini
yeng-constantino	Straight	Sagittarius
j-alexander	Gay	Aries
kelvin-jimenez	U	Scorpio
jacques-villeneuve	Straight	Aries
mason-crosby	U	Virgo
lynda-goodfriend	Straight	Scorpio
vince-edgehill	U	U
gayle-king	U	Capricorn
marilu-martinelli	U	Aries
matt-garza	U	Sagittarius
andreas-vougioukkas	U	U
anette-qviberg	Straight	Pisces
gil-garcetti	U	Leo
elisabeth-van-tergouw	U	U
sam-wanamaker	Straight	Gemini
tim-finn	Straight	Cancer
marcus-foligno	Straight	Leo
kai-newman-model	Straight	U
sarah-goodhart	Straight	Libra
korina-sanchez	Straight	Libra
natalie-lisinska	Straight	Capricorn
anna-neagle	Straight	Libra
lara-goodison	U	U
maia-osman	U	U
ali-bumgarner	U	U
luis-roberto-guzman	Straight	Aries
reka-ebergenyi	Straight	Cancer
loni-love	Straight	Cancer
denise-galik	U	Sagittarius
aimee-lynn-chadwick	U	Leo
trai-byers	Straight	Cancer
randall-cunningham	Straight	Aries
teyena-taylor	Straight	Sagittarius
elizabeta-kukic	Straight	U
robert-fripp	Straight	Gemini
josh-herdman	Straight	Virgo
louis-de-funes	Straight	Leo
irina-slutskaya	Straight	Aquarius
ayesha-thapar	U	U
iro-legaki	U	U
enio-goncalves	U	Virgo
armand-leroi	U	U
kronprinsesse-mary	Straight	Aquarius
rachel-cannon	U	U
lynn-krieger	Straight	U
maxie-williams	U	Cancer
billie-burke	Straight	Leo
jack-macgowran	U	Libra
miljuschka-witzenhausen	Straight	Cancer
rene-russo	Straight	Aquarius
ashton-moio	U	Aries
chris-duhon	Straight	Virgo
ellen-rosa	U	U
matthew-alan	U	U
anitta	Straight	Aries
drake-berehowsky	Straight	Capricorn
evan-fournier	U	Scorpio
howie-reed	U	Sagittarius
claudia-salinas	Straight	Leo
alvaro-de-miranda-neto	Straight	Aquarius
eugenia-mandzhieva	Straight	Virgo
jinglei-xu	Straight	Aries
hyun-woo-lee-actor	Straight	Aries
keir-gilchrist	U	Libra
terry-walker	U	Capricorn
geronimo-gil	U	Leo
matthew-janney	Straight	Scorpio
gregory-hines	Straight	Aquarius
kandi-burruss	Straight	Taurus
mariana-zaragoza	Straight	Aries
ranveer-singh	Straight	Cancer
natalie-kingston	Straight	Taurus
victoria-emslie	U	U
eric-bogosian	Straight	Taurus
dennis-bergkamp	Straight	Taurus
jordan-walden	U	Scorpio
patsy-palmer	Straight	Gemini
brittany-booker	U	U
demir-demirkan	Straight	Leo
chuck-lorre	U	Libra
mr-t	Straight	Taurus
marcela-gutierrez	U	U
marla-hanson	Straight	Gemini
kole-calhoun	U	Libra
erykah-badu	Straight	Pisces
rina-aizawa	U	U
estelle-winwood	Bisexual	Aquarius
john-barrymore	Straight	Aquarius
shahid-kapoor	Straight	Pisces
bradley-raymond	U	U
michael-todd	Straight	Cancer
cedric-benson	U	Capricorn
mimi-coutelier	U	Aquarius
deleon-sheffield	Straight	Virgo
ken-klee	Straight	Taurus
philip-anthony-rodriguez	U	Pisces
samir-soni	Straight	Libra
reid-nichols	U	Leo
anfisa-chekhova	Straight	Sagittarius
rima-horton	Straight	Aquarius
prince-royce	U	Taurus
shayanna-jenkins	Straight	Gemini
jake-lloyd	U	Pisces
karlien-seegers	Straight	Virgo
nina-moric	Straight	Cancer
feliks-yusupov	Bisexual	Aries
danny-pintauro	Gay	Capricorn
gustavo-guillen	Straight	Cancer
krystallia	U	Aquarius
kim-engelbrecht	Straight	Gemini
eddie-griffin	Straight	Cancer
kiva-jump	U	U
charlie-simpson	Straight	Gemini
jeananne-goossen	U	Capricorn
samantha-burton	U	Capricorn
brennan-gademans	U	U
robert-parish	Straight	Virgo
dorothy-knapp	Straight	U
amy-hill	Straight	Taurus
mary-bono	Straight	Scorpio
anna-czartoryska	U	Capricorn
uuno-laakso	U	Libra
nigel-thatch	U	Leo
mike-lobel	Straight	Pisces
wily-mo-pena	U	Aquarius
lyudmila-khityayeva	Straight	Leo
olga-storozhenko	U	U
desmond-jennings	U	Scorpio
ronnie-bierman	U	Cancer
emma-pierson	U	Taurus
tom-baker	Straight	Capricorn
rico-fata	Straight	Aquarius
joely-fisher	Straight	Scorpio
gudrun-gut	U	Taurus
maud-adams	Straight	Aquarius
jim-boyd-tv-news	U	Aries
carlos-carson	U	Capricorn
jane-oineza	Straight	Cancer
kira-miro	U	Pisces
gemma-booth	U	U
mariza	Straight	Sagittarius
daria-komarkova	Straight	Gemini
beata-scibakowna	U	Taurus
andriy-shevchenko	Straight	Libra
betta-st-john	Straight	Sagittarius
bessie-smith	U	Aries
manny-marroquin	U	U
tony-greig	U	Libra
georges-brassens	U	Libra
richelle-dobson	Straight	Libra
bella-chen	U	U
arletty	U	Taurus
dan-cortese	U	Virgo
sonya-salomaa	Straight	Libra
kalki-koechlin	Straight	Capricorn
alexz-johnson	Straight	Scorpio
olga-sumskaya	Straight	Leo
mehr-rampal	Straight	Sagittarius
david-sharpe	U	Aquarius
robbie-gee	U	Aries
skye-stracke	Straight	Sagittarius
cassidy-gifford	U	Leo
brendan-robinson	Straight	Taurus
amber-stevens-west	Straight	Libra
max-muncy	U	Virgo
corinna-schuhmacher	U	U
lucy-fry	Straight	Pisces
matilda-lowther	Straight	Cancer
laurence-fishburne	Straight	Leo
nina-veselovskaya	U	Pisces
ali-larter	Straight	Pisces
zorana-kuzmanovic	Straight	Virgo
ligia-petit	U	Libra
sam-pinto	DISPUTED	Sagittarius
louise-griffiths	Straight	Leo
alex-gaskarth	Straight	Sagittarius
ty-burrell	U	Leo
douglas-fowley	Straight	Gemini
t-j-mcdonald	U	Aquarius
dmitry-puchkov	Straight	Leo
jayne-meadows	Straight	Libra
sam-horn	U	Scorpio
barry-enright	U	Aries
toby-jones	U	Virgo
neil-patrick-harris	Gay	Gemini
burt-mustin	Straight	Aquarius
kevin-bloody-wilson	U	Aquarius
william-christopher	Straight	Libra
alana-zimmer	Straight	Gemini
deanna-russo	Straight	Libra
darrell-hammond	Straight	Libra
brit-hume	Straight	Cancer
regina-halmich	DISPUTED	Scorpio
michael-rooker	Straight	Aries
mary-louise-weller	U	Virgo
yakhouba-diawara	Straight	Virgo
liv-tyler	Straight	Cancer
faye-tasker	U	U
roger-ruzek	U	Sagittarius
dilip-kumar	Straight	Sagittarius
melissa-benoist	Straight	Libra
chris-eigeman	U	Pisces
dean-winters	Straight	Cancer
matt-felker	U	Libra
eddie-cahill	Straight	Capricorn
donnie-moore	U	Aquarius
toni-collette	Straight	Scorpio
tom-nalen	U	Taurus
paul-noce	Straight	Sagittarius
ella-bleu-travolta	Straight	Aries
tamara-soletic	Straight	U
victor-williams	Straight	Virgo
afrika-bambaataa	U	Aries
carmen-dell-orefice	Straight	Gemini
eric-martsolf	Straight	Leo
donnie-nickey	U	Taurus
jan-miner	Straight	Libra
jane-child	U	Aquarius
kurt-kittner	U	Aquarius
matt-perisho	U	Gemini
lenty-frans	U	Aquarius
james-luisi	Straight	Scorpio
gabe-saporta	Straight	Libra
litzy	Straight	Scorpio
sergei-filippov	Straight	Cancer
geraldo-rivera	Straight	Cancer
dennis-swilley	U	Cancer
doug-glanville	U	Virgo
tan-sagturk	U	Cancer
jeannie-mai	Straight	Capricorn
chance-ruffin	U	Virgo
anzhelika-nevolina	U	Aries
jessica-dicicco	U	Gemini
eva-nathena	U	U
anoop-desai	U	Sagittarius
justin-hayward	Straight	Libra
tony-boselli	Straight	Aries
william-thomas	U	U
joey-luthman	U	Capricorn
reid-shelton	Gay	Libra
r-a-dickey	Straight	Scorpio
nicole-windmuller	U	U
joe-cole	Straight	Scorpio
charlie-webster	Straight	Scorpio
leila-mckinnon	Straight	Libra
richard-dysart	Straight	Aries
barbara-kent	Straight	Sagittarius
jose-rijo	U	Taurus
desmond-clark	U	Aries
jules-munshin	Straight	Pisces
nikolai-yeryomenko-ml	Straight	Aquarius
wink-martindale	U	Sagittarius
esko-saha	U	Sagittarius
katia-margaritoglou	Straight	U
ralph-morgan	U	Cancer
bob-pettit	U	Sagittarius
louise-brealey	U	Aries
shelley-plimpton	Straight	Pisces
muza-krepkogorskaya	U	Cancer
bonnie-gordon	U	U
robert-marella	U	Gemini
charles-ferri	Straight	U
c-j-gibson	U	Sagittarius
melisa-kavsak	U	U
leigh-taylor-young	Straight	Aquarius
amanda-palmer	U	Taurus
tim-phillipps	Straight	Aquarius
james-staley	U	Taurus
inger-ebeltoft	Straight	Cancer
eriana-white	U	U
ron-wood	Straight	Gemini
missy-elliott	Bisexual	Cancer
barbara-kosmal	U	U
katie-walder	U	Libra
tamara-dobson	U	Taurus
dick-martin	Straight	Aquarius
sidonie-gabrielle-colette-610385	U	U
jonathan-cheechoo	Straight	Cancer
monica-zetterlund	U	Virgo
bettine-le-beau	U	Aries
seraina	Straight	Capricorn
max-snow	U	Capricorn
eliza-swenson	U	Cancer
gianna-apostolski	Straight	U
christine-kaufmann	Straight	Aquarius
donnie-abraham	U	Libra
rachel-keller-actress	Straight	Capricorn
olivia-holt	Straight	Leo
