david-draiman	Straight	Pisces
rosalind-keith	Straight	Sagittarius
clayton-stoner	Straight	Aquarius
tom-atkins	Straight	Scorpio
gemma-atkinson-2010-calendar	U	U
max-hastings	U	Capricorn
mehgan-heaney-grier	U	Virgo
gilles-bensimon	Straight	U
herbert-mundin	Straight	Leo
peter-konz	U	Gemini
paul-rudd	Straight	Aries
bianca-paz-villamores	Straight	U
hailey-baldwin	Straight	Scorpio
jiri-hudler	Straight	Capricorn
constance-zimmer	Straight	Libra
normani-hamilton	Straight	Gemini
ryan-ludwick	U	Cancer
alicia-vita-jones	Straight	Aquarius
dovonte-edwards	U	Libra
marisa-tomei	Straight	Sagittarius
gino-cappelletti	U	Aries
chiquis-rivera	Straight	Cancer
donald-glover	Straight	Libra
eleni-tsolaki	Straight	U
tim-dwight	Straight	Cancer
sam-faiers	Straight	Capricorn
julia-benson	Straight	Cancer
muhsin-muhammad	U	Taurus
antonina-leftiy	Straight	Gemini
troye-sivan	Gay	Gemini
pernille-holmboe	Straight	Taurus
redd-foxx	Straight	Sagittarius
anthony-swarzak	U	Virgo
dean-kelly	DISPUTED	U
hank-sauer	U	U
don-shirley	U	Aquarius
chris-burford	U	Aquarius
gene-simmons	Straight	Virgo
andie-arthur	Straight	U
jonas-sulzbach	U	Aquarius
edie-falco	Straight	Cancer
justin-swift	U	Leo
maud-verdeyen	U	U
yaniv-raz	Straight	Sagittarius
chad-cota	U	Leo
dan-bilzerian	Straight	Sagittarius
lisa-lampanelli	Straight	Cancer
jodi-gordon	Straight	Aquarius
aubrey-woods	Straight	Aries
willie-mcginest	U	Sagittarius
ryan-o-nan	Straight	Capricorn
brian-kinchen	U	Leo
carole-mallory	Straight	Pisces
nell-carter	Bisexual	Virgo
james-gammon	Straight	Aries
arynn-johnson	U	U
hertha-thiele	U	Taurus
soo-young-ryu	Straight	Virgo
teala-dunn	Straight	Sagittarius
bob-walk	U	Sagittarius
russell-simmons	Straight	Libra
bob-fosse	Straight	Cancer
gaylord-perry	U	Virgo
seo-woo	U	Cancer
diamond-pornstar	Bisexual	U
janeane-garofalo	Straight	Libra
melissa-womer	Straight	Cancer
sae-miyazawa	U	Leo
cesar-izturis	U	Aquarius
andrea-joyce	Straight	Leo
lynn-chen	Straight	Capricorn
deangelo-williams	U	Taurus
elizabeth-mitchell	Straight	Aries
maggie-smith	Straight	Capricorn
milene-domingues	Straight	Gemini
kamryn-duranski	U	U
alex-hawkins	U	Cancer
jennifer-rivell	DISPUTED	Gemini
maceo-parker	U	Aquarius
greg-bradford	U	Leo
mike-rosenberg	U	Taurus
srdan-bulat	Straight	U
carolina-miranda-27102508	Straight	Cancer
peter-harrold	U	Gemini
charles-rocket	Straight	Virgo
dwight-howard	Straight	Sagittarius
darin-erstad	U	Gemini
harvey-fierstein	Gay	Gemini
jack-p-shepherd	Straight	Capricorn
steven-michael-quezada	Straight	Aquarius
jah-reid	U	Cancer
june-lockhart	Straight	Cancer
mike-o-berry	U	Aries
leanne-mcdowell	U	U
vladimir-radmanovic	Straight	Scorpio
kennys-vargas	U	Leo
heath-bell	U	Libra
anjulie-persuad	Straight	Taurus
ryan-kwanten	Straight	Sagittarius
chesty-morgan	Straight	Libra
d-j-dozier	U	Virgo
adam-hicks	Straight	Sagittarius
efecan-senolsun	U	Virgo
harry-langdon	Straight	Gemini
michalis-hatzigiannis	Straight	Scorpio
bill-pertwee	U	Cancer
chay-santini	U	U
rimi-sen	Straight	Virgo
bianca-dye	Straight	U
brooke-peoples	U	U
cyrielle-clair	Straight	Sagittarius
royal-ivey	U	Sagittarius
maite-perroni	Straight	Pisces
leena-model	U	Pisces
goose-goslin	U	Libra
alena-heribanova	Straight	Aries
andre-benoit	Straight	Capricorn
jimmy-jacobs	U	Aquarius
josh-janowicz	Straight	Virgo
lucille-benson	Straight	Cancer
eva-cassidy	U	Aquarius
gary-wilson	U	U
tammin-sursok	Straight	Leo
keith-moreland	U	Taurus
monique-lhuillier	Straight	Virgo
eda-taspinar	Straight	U
j-b-shuck	U	Gemini
jonathan-schoop	U	Libra
carl-lewis	Straight	Cancer
patricia-larrain	Straight	U
jean-louisa-kelly	Straight	Pisces
robbie-weinhardt	U	Sagittarius
karen-ghraoui	U	U
georgie-badiel	Straight	U
mikala-mcghee	Straight	Capricorn
albert-riera	Straight	Aries
michelle-phan	Straight	Aries
melvin-ely	U	Taurus
esti-ginzberg	U	U
serj-tankian	Straight	Leo
bob-brudzinski	U	Capricorn
tamannaah-bhatia	Straight	Sagittarius
jose-offerman	U	Scorpio
andy-grammer	Straight	Sagittarius
monika-absolonova	U	Libra
glenn-howerton	Straight	Aries
angi-taylor	U	U
jemima-west	U	Leo
reggie-bullock	U	Pisces
erik-a-williams	U	Sagittarius
peter-lewis-3021090	U	U
alex-d-linz	Straight	Capricorn
adam-ant	Straight	Scorpio
justine-lupe	U	Aquarius
desiree-van-den-berg	Straight	U
xian-lim	Straight	Cancer
may-pang	Straight	Scorpio
maria-frau	U	Leo
jabari-greer	U	Aquarius
hugh-jackman	Straight	Libra
edmond-miles	U	Cancer
mark-littell	U	Capricorn
terri-clark	Straight	Leo
katharine-cullen	U	Gemini
susannah-fielding	Lesbian	Gemini
geraldine-mcewan	Straight	Taurus
ines-efron	U	Gemini
julia-levy-boeken	U	Capricorn
ingrid-steeger	U	Aries
gleb-matveychuk	U	Cancer
ilene-hamann	Straight	Gemini
madison-welch	Straight	Virgo
tony-solaita	U	Capricorn
benedicta-boccoli	U	Scorpio
van-roxas	U	Scorpio
toni	Straight	U
stephanie-beacham	Straight	Pisces
manuel-ferrara	U	Scorpio
dennis-franz	Straight	Scorpio
cuttino-mobley	U	Virgo
byran-breeding	Straight	Libra
natali-kakava	Straight	U
travis-carrie	U	Leo
anthony-recker	U	Virgo
julia-valimaki	Straight	Scorpio
nicholas-downs	Gay	Pisces
oksana-milosskaya	U	U
topaz-page-green	Bisexual	Leo
stephen-dexter	U	U
sheryl-lee-ralph	Straight	Capricorn
daria-lorenci	Straight	Aries
peter-mayhew	Straight	Taurus
ted-bowsfield	U	Capricorn
danica-sotto	Straight	U
tony-dungy	Straight	Libra
peter-asher	Straight	Cancer
jin-mei-xin	U	U
amy-weber	Straight	Cancer
trent-dilfer	Straight	Pisces
ashley-allen	Straight	Aquarius
amy-leigh-hickman	Straight	Cancer
jana-dolezelova	Straight	Cancer
desiree-ramos	U	U
takao-ayatsuki	U	Scorpio
keith-olbermann	Straight	Aquarius
norm-cash	U	Scorpio
burt-ward	Straight	Cancer
graciela-stefani	Straight	Taurus
kaluka-maiava	U	Aries
mercedez	Bisexual	Scorpio
alex-debogorski	U	U
jessica-sanchez-actress	U	Leo
constance-cummings	Straight	Taurus
gabriel-jagger	U	Sagittarius
anyela-galante	Straight	Pisces
brian-dorsett	U	Aries
ataru-nakamura	U	Cancer
ragini-patel	U	U
claudia-ciardone	U	U
danny-o-carroll	U	U
tamas-vastag	Straight	Cancer
jacqueline-fernandez-model-adult-glamour	U	U
roko-ukic	U	Sagittarius
andy-delmore	U	Capricorn
grace-mcclure	Straight	Leo
vladimir-ampov	Straight	Cancer
johnny-marr	Straight	Scorpio
morris-unutoa	U	Pisces
michael-welsh	Straight	Leo
bill-sharman	Straight	Gemini
jerry-stackhouse	U	Scorpio
tinashe	Bisexual	Aquarius
kris-grikaite	U	U
howard-st-john	U	Libra
anneliese-kaplan	U	Taurus
bill-troup	U	Aries
efren-ramirez	Straight	Libra
george-wyner	Straight	Libra
anais-pouliot	Straight	Taurus
juan-brito	U	Scorpio
dee-adamoli	U	U
mary-elizabeth-winstead	Straight	Sagittarius
zhanna-epple	U	Cancer
alessandro-martorana	U	U
jakob-davies	Straight	U
valeria-sokolova	Straight	Pisces
katherine-justice	U	Scorpio
luscious-lopez	Straight	Virgo
alison-armitage	Bisexual	Pisces
tommy-davidson	Straight	Scorpio
jeff-fassero	U	Capricorn
chukie-nwokorie	Straight	Cancer
maria-menounos	Straight	Gemini
dory-devon	U	U
ryan-miller	Straight	Cancer
maria-ioannou	Straight	U
lauren-myers	U	U
laura-chimaras	Straight	Taurus
lizzy-borden-singer	U	Aquarius
geraldine-fitzgerald	Straight	Sagittarius
rebekah-kochan	U	Taurus
john-mccargo	U	Leo
pooja-kumar	Straight	Aquarius
jason-maxiell	U	Aquarius
dirk-nowitzki	Straight	Gemini
shanna-moakler	Straight	Aries
maureen-mccormick	Straight	Leo
olan-soule	U	Pisces
jillian-armenante	Lesbian	Cancer
lara-bernasconi	Straight	Taurus
hikari-mori	Straight	Taurus
andrea-forfori	U	U
corin-tucker	Bisexual	Scorpio
barbara-lennie	U	Aries
will-snow	Straight	Gemini
audra-mari	U	U
kimmy-robertson	Straight	Sagittarius
michael-underwood	U	Scorpio
eileen-davidson	Straight	Gemini
ligia-uriarte	Straight	U
stedman-graham	Straight	Pisces
mario-balotelli	Straight	Leo
doug-west	U	Gemini
darren-helm	U	Aquarius
allan-lane	Straight	Virgo
julie-snyder	Straight	Leo
ana-falasca	U	U
siouxsie-sioux	U	Gemini
sheryl-berkoff	Straight	Gemini
ai-otsuka	Straight	Virgo
ron-villone	U	Capricorn
alban-skenderaj	U	Aries
joe-tofflemire	U	Cancer
bronson-pelletier	Straight	Capricorn
emma-de-caunes	U	Virgo
frank-wycheck	Straight	Libra
juqua-parker	U	Taurus
yuri-ebihara	Straight	Libra
aleksandra-niespielak	Straight	Aries
pernille-moeller	Straight	U
wendy-raquel-robinson	Straight	Leo
ilean-almaguer	Straight	Sagittarius
nandia-kontogeorgi	U	U
luiza-possi	Straight	Cancer
jakki-degg	U	Pisces
darwin-shaw	U	U
tim-leissner	Straight	U
marc-streitenfeld	Straight	U
jason-boesel	Straight	U
sam-keeley	U	U
chloe-lewis	U	U
joan-bradshaw-3139370	U	Capricorn
monika-pietresinska	U	U
will-downing	U	Sagittarius
buck-o-neil	U	Scorpio
sam-simon	Straight	Gemini
ted-davidson	U	Libra
layla-manoochehri	Straight	U
joseph-beattie	U	U
selda-car	Straight	U
cassandra-bankson	U	Scorpio
tom-rouen	Straight	Gemini
kathleen-hermosa	U	U
udita-goswami	U	Aquarius
rodney-rowland	Straight	Pisces
sinem-guven	Straight	U
mark-kubr	U	U
brett-ratner	Straight	Aries
cameron-bright	Straight	Aquarius
ira-hillary	U	Scorpio
johnnie-lemaster	U	Gemini
jeromey-clary	U	Scorpio
marco-carola	U	U
john-symank	U	Virgo
del-monroe	U	Aries
gyorgy-ligeti	U	Gemini
amina-shafaat	U	Gemini
george-bernard-shaw	Bisexual	Leo
allison-siko	U	U
dyanne-thorne	U	Libra
alyona-subbotina	Straight	Aquarius
james-hampton	Straight	Cancer
brad-larsen	U	Aquarius
willis-crenshaw	U	Cancer
patrick-traverse	U	Pisces
madison-iseman	Straight	Aquarius
salim-stoudamire	U	Libra
teresa-heinz-kerry	Straight	Libra
rza	Straight	Cancer
michael-bruce	U	U
ryan-o-byrne	U	Cancer
grant-imahara	Straight	Scorpio
lulu-brud	U	Scorpio
