alan-rosenberg	Straight	Libra	marg-helgenberger	robin-bartlett
alan-arkin	Straight	Aries	suzanne-arkin	barbara-dana	jeremy-yaffe
ailsa-marshall	Straight	Taurus	gary-oldman
alan-rickman	Straight	Pisces	rima-horton
al-pacino	Straight	Taurus	lucila-sola	beverly-d-angelo	penelope-ann-miller	lyndall-hobbs	jan-tarrant	kathleen-quinlan	marthe-keller	carmen-cervera	tuesday-weld	diane-keaton	jill-clayburgh	veruschka-von-lehndorff
ahmet-zappa	Straight	Taurus	selma-blair	rose-mcgowan	shana-muldoon
aishwarya-rai-bachchan	Straight	Scorpio	abhishek-bachchan	martin-henderson	salman-khan	vivek-oberoi	hrithik-roshan
adewale-akinnuoye-agbaje	U	Leo
adriana-lima	Straight	Gemini	metin-hara	matt-harvey	sami-khedira	julian-edelman	justin-bieber	marko-jaric	denny	derek-jeter	prince-wenzeslaus-of-liechtenstein	lenny-kravitz
adele-mara	Straight	Taurus	roy-huggins	forrest-tucker	herbert-yates	xavier-cugat
adam-lavorgna	Straight	Pisces	jessica-biel
adrian-grenier	Straight	Cancer	courtney-sixx	ashley-greene	courtney-robertson	emily-caldwell	isabel-lucas	paris-hilton	melissa-keller	melissa-joan-hart
adam-sandler	Straight	Virgo	jackie-sandler	alicia-silverstone	margaret-rudin
adam-goldstein	Straight	Aries	hayley-wood	paris-hilton	jessica-stam	mandy-moore	lauren-hastings	alessandra-ambrosio	nicole-richie
adam-duritz	Straight	Leo	emmy-rossum	whitney-casey	trishelle-cannatella	samantha-mathis	courteney-cox	mary-louise-parker	jennifer-aniston	winona-ryder	joanna-going	lara-flynn-boyle	monica-potter
arun-nayar	Straight	U	elizabeth-hurley	valentina-pedroni
adam-goldberg	Straight	Scorpio	julie-delpy	christina-ricci	natasha-lyonne	roxanne-daner
adam-baldwin	Straight	Pisces	ami-julius
adam-brody	Straight	Sagittarius	leighton-meester	lorene-scafaria	dianna-agron	teresa-palmer	kirsten-dunst	rachel-bilson
adam-ant	Straight	Scorpio	georgina-baillie	lorraine-ant	heather-graham	jamie-lee-curtis	vanity	carole-caplin	tessa-hewitt	amanda-donohoe	carol-mills	kim-wilde
aaron-carter	Bisexual	Sagittarius	madison-parker-56912393	trisha-paytas	maile-hochuli	kaci-brown	kari-ann-peniche	lindsay-lohan	hilary-duff	kat-stacks
alicia-silverstone	Straight	Libra	kenneth-branagh	christopher-jarecki	leonardo-dicaprio	benicio-del-toro	adam-sandler	stephen-dorff
aaron-eckhart	Straight	Pisces	molly-sims	ashley-wick	emily-cline	kristyn-osborn
adrien-brody	Straight	Aries	lara-lieto	january-jones	elsa-pataky	keira-knightley	michelle-dupont	sky-nellor	monet-mazur
alice-kim-cage	Straight	Capricorn	nicolas-cage
alison-lohman	Straight	Virgo
ali-landry	Straight	Cancer	alejandro-monteverde	mario-lopez
ali-larter	Straight	Pisces	hayes-macarthur	azazel-jacobs
alison-eastwood	Straight	Gemini	stacy-poitras	john-vorzimer	luke-wilson	michael-combs	kirk-fox	john-cusack	chad-mcqueen
alisha-klass	Straight	Capricorn	bruce-willis	ron-jeremy	seymore-butts	tom-byron	herschel-savage	jackie-martling	jon-dough	t-t-boy	bubba-the-love-sponge	emilio-estevez
ally-sheedy	Straight	Gemini	david-lansbury	woody-harrelson	richie-sambora	eric-stoltz	alec-baldwin	gerard-zappa
ali-macgraw	Straight	Aries	rod-stryker	ronald-meyer	bill-hudson-musician	peter-weller	larry-spangler	steve-mcqueen	robert-evans	henry-wolf	robin-hoen	fran-tarkenton
alexondra-lee	U	Aquarius	stephen-dunham	jason-bateman
alfred-hitchcock	Straight	Leo	alma-reville
alexis-thorpe	Straight	Aries	corey-pearson-born-1974	kerr-smith	david-lago	james-woods
alexis-bledel	Straight	Virgo	vincent-kartheiser	john-paul	milo-ventimiglia
alfonso-ribeiro	Straight	Virgo	angela-unkrich	ashlynn-brooke	taryn-terrell	robin-stapler	robin-ribeiro	charity-hill	nia-long
alexander-siddig	Straight	Scorpio	kim-cattrall	nana-visitor
alex-borstein	Straight	Aquarius	jackson-douglas
